loan_id,borrower_id,loan_amount,loan_term,interest_rate,monthly_payment,loan_purpose,employment_length,housing,annual_income,debt_to_income,Default
1027875,98847182,10000, 36 months,12.74,335.69,debt_consolidation,5 years,yes,35243,4.05,0
858820,6877337,35000, 36 months,16.78,1244.02,credit_card,2 years,yes,165000,28.57,0
521104,52798418,4800, 36 months,13.33,162.5,debt_consolidation,7 years,yes,54000,34.91,0
1068283,96569462,30000, 36 months,13.49,1017.92,credit_card,6 years,yes,86000,11.99,0
1379321,77361047,9000, 36 months,14.46,309.62,home_improvement,4 years,no,107000,13.5,0
1358691,79064345,20000, 36 months,9.75,643,credit_card,3 years,yes,65000,22.51,1
222791,10905302,24000, 36 months,8.9,762.08,debt_consolidation,4 years,yes,86000,15.92,0
779942,104282572,14400, 60 months,7.99,291.92,debt_consolidation,1 year,yes,110000,8.84,0
1200288,118552022,35000, 36 months,7.21,1084.07,debt_consolidation,2 years,yes,150000,19.35,0
302109,66435082,33000, 36 months,6.24,1007.52,credit_card,10+ years,no,131000,12.41,0
1076338,96226511,6700, 36 months,12.74,224.92,debt_consolidation,10+ years,yes,39500,32.18,0
667894,39805730,5950, 36 months,17.14,212.55,debt_consolidation,< 1 year,no,38000,19.17,0
181081,13927630,28100, 60 months,21.18,763.05,debt_consolidation,1 year,no,67000,29.86,1
1182361,84583544,19225, 60 months,22.39,535.25,debt_consolidation,6 years,yes,41836.2,23.18,0
1142770,87024365,10850, 36 months,8.59,342.97,credit_card,4 years,yes,80000,26.37,0
176612,14187900,27000, 60 months,19.47,707.4,debt_consolidation,10+ years,yes,180000,11.01,1
574848,47410140,22000, 60 months,9.17,458.51,credit_card,3 years,no,45000,34,1
124700,17685737,24000, 60 months,17.57,603.85,small_business,2 years,no,250000,32.04,0
82408,25968026,15000, 60 months,15.61,361.67,debt_consolidation,7 years,yes,50000,27.41,0
1095550,89009654,9000, 36 months,15.59,314.6,debt_consolidation,4 years,no,35000,18.38,0
1109743,88954956,6000, 36 months,13.99,205.04,debt_consolidation,7 years,no,32000,1.95,0
37294,32470039,35000, 36 months,14.49,1204.57,debt_consolidation,6 years,yes,109000,13.8,0
1190123,120008457,40000, 60 months,16.02,973.15,debt_consolidation,10+ years,yes,172000,26.18,0
408692,60932340,22000, 60 months,12.29,492.61,debt_consolidation,,yes,65820,20.49,0
665548,40227734,16000, 36 months,10.49,519.97,debt_consolidation,10+ years,yes,65000,24.91,0
240476,988457,6000, 36 months,6.62,184.23,car,< 1 year,yes,180000,11.16,0
695656,38232238,12000, 60 months,10.49,257.87,debt_consolidation,< 1 year,yes,100000,16.62,0
330442,65701802,11200, 36 months,8.18,351.9,credit_card,5 years,no,160000,19.43,0
1471913,92331669,6250, 36 months,15.99,219.71,debt_consolidation,10+ years,yes,102000,15.72,0
767259,107429135,13000, 36 months,16.99,463.43,debt_consolidation,5 years,no,100000,11.88,0
414551,60687212,10150, 36 months,17.57,364.77,credit_card,3 years,yes,51892,34.02,1
983680,1220132,2200, 36 months,12.12,73.2,major_purchase,6 years,yes,49000,17.93,0
181226,13947820,7800, 36 months,14.64,269.02,home_improvement,5 years,yes,112000,12.75,0
799758,104220618,22400, 36 months,5.32,674.58,credit_card,10+ years,yes,180000,20.13,0
1219343,117948077,2500, 36 months,12.62,83.78,debt_consolidation,5 years,no,40000,14.34,0
293919,67165189,12000, 36 months,13.18,405.37,debt_consolidation,4 years,no,80000,16.38,0
560436,48886411,7200, 36 months,15.61,251.75,debt_consolidation,1 year,no,42000,7.37,0
592615,44755448,20925, 36 months,13.99,715.07,debt_consolidation,8 years,no,78000,25.11,0
373220,63095076,6400, 36 months,7.89,200.23,debt_consolidation,2 years,yes,50000,27.46,0
279065,68416298,13475, 36 months,7.91,421.7,other,10+ years,yes,120000,19.79,0
288351,67838596,15000, 36 months,5.32,451.73,credit_card,,yes,53520,28.1,0
425664,59985205,10000, 36 months,9.17,318.79,debt_consolidation,2 years,no,70000,11.07,0
182619,13488265,22000, 36 months,14.16,753.62,debt_consolidation,,yes,75000,29.67,0
1457452,92223411,14400, 60 months,8.24,293.64,debt_consolidation,10+ years,yes,220000,4.93,0
1018145,100469926,5000, 36 months,10.49,162.49,credit_card,1 year,no,51000,6.75,0
109459,22471447,7000, 36 months,12.99,235.83,debt_consolidation,8 years,yes,70000,6.17,0
494632,55220797,22000, 60 months,10.99,478.23,credit_card,2 years,no,110000,5.97,0
397907,61389384,7000, 36 months,8.18,219.94,debt_consolidation,7 years,no,56705,25.85,0
1050950,96994063,7000, 36 months,14.99,242.63,debt_consolidation,6 years,yes,46000,22.12,0
306467,66562790,15000, 36 months,11.22,492.65,debt_consolidation,10+ years,yes,68000,15.51,0
1250640,116265817,4800, 36 months,21.45,181.96,home_improvement,5 years,yes,47500,19.81,0
1084648,96262021,5000, 36 months,12.74,167.85,moving,8 years,no,68000,15.95,0
178165,14408416,3450, 36 months,21.99,131.74,debt_consolidation,10+ years,yes,80000,14.93,1
1190907,120079140,6275, 36 months,21.45,237.87,debt_consolidation,4 years,no,88000,7.52,0
1247906,116800029,5000, 36 months,9.44,160.03,home_improvement,10+ years,yes,57882,8.34,0
367095,62275363,20000, 60 months,20.99,540.96,major_purchase,10+ years,yes,56000,10.54,0
679400,39289589,6400, 36 months,14.99,221.83,debt_consolidation,5 years,no,45000,17.15,0
675492,38495866,19500, 60 months,17.14,486.1,debt_consolidation,10+ years,yes,80000,17.55,0
1292750,97314824,8000, 36 months,11.99,265.68,debt_consolidation,5 years,yes,28000,30.82,0
176758,14608801,21000, 60 months,20.49,562.12,debt_consolidation,10+ years,yes,121000,12.66,0
306678,66442917,5000, 36 months,13.18,168.91,other,10+ years,yes,84000,10.97,0
1117212,88504486,15000, 60 months,17.99,380.82,credit_card,6 years,yes,65000,13.31,0
24635,34473787,7200, 36 months,11.44,237.23,debt_consolidation,10+ years,yes,65000,9.19,1
171393,14708948,14000, 36 months,7.9,438.07,debt_consolidation,,yes,55000,6.96,0
868939,6541554,12000, 36 months,11.55,396,debt_consolidation,10+ years,yes,60000,16.5,0
1507718,90481416,10000, 36 months,22.39,383.93,debt_consolidation,10+ years,no,150000,30.89,0
1080821,95588519,7000, 36 months,11.49,230.8,debt_consolidation,1 year,no,85000,8.92,0
1453699,93109064,17000, 36 months,18.99,623.07,debt_consolidation,< 1 year,no,52000,34.63,0
32617,33301603,10000, 60 months,19.52,262.28,debt_consolidation,10+ years,yes,54000,28.07,0
469775,56270799,15850, 60 months,24.99,465.13,debt_consolidation,4 years,yes,55000,18,0
1153512,85646323,15000, 36 months,10.49,487.47,other,8 years,yes,40000,10.95,0
1323625,81537190,12500, 36 months,11.99,415.12,debt_consolidation,6 years,no,75000,13.58,1
30335,29124398,25000, 36 months,6.49,766.12,debt_consolidation,10+ years,yes,101000,13.63,0
1482749,92064840,35000, 60 months,22.74,981.45,credit_card,10+ years,yes,120000,24.88,0
1196911,119411003,1500, 36 months,15.05,52.04,other,10+ years,yes,110000,17.15,0
779220,107006377,26400, 36 months,7.24,818.06,credit_card,,yes,98000,24.3,0
1180581,84996831,11500, 36 months,13.99,392.99,car,2 years,yes,45000,14.24,0
1099460,90215704,30000, 36 months,10.49,974.94,credit_card,3 years,no,150000,7.35,0
451523,58140443,10000, 36 months,6.89,308.27,credit_card,10+ years,no,35000,33.09,0
1461563,93414457,22000, 36 months,11.49,725.37,debt_consolidation,,yes,60000,20.5,0
273528,370657,12600, 36 months,11.26,414.08,debt_consolidation,< 1 year,no,42504,18.15,0
652208,41019714,3500, 36 months,9.17,111.58,credit_card,10+ years,yes,45000,10.88,0
580725,46724936,10400, 60 months,20.49,278.38,debt_consolidation,2 years,yes,45000,20.96,0
1136081,88162628,12000, 36 months,8.99,381.55,credit_card,3 years,no,73000,6.64,0
861538,6829362,12000, 60 months,16.78,296.82,home_improvement,7 years,yes,100000,8.28,0
1219000,117888476,10000, 36 months,5.32,301.15,debt_consolidation,< 1 year,no,65000,13.98,0
1082716,96240322,8000, 36 months,8.24,251.58,debt_consolidation,10+ years,yes,52000,23.12,0
640243,41368433,16000, 36 months,6.39,489.59,home_improvement,8 years,yes,117000,10.22,0
1239107,116666816,4500, 36 months,15.05,156.11,debt_consolidation,4 years,no,13000,15.33,0
1627461,69277007,17650, 60 months,27.99,549.45,debt_consolidation,10+ years,no,75000,6.99,1
316198,66121469,28000, 60 months,9.76,591.62,debt_consolidation,9 years,no,120000,15.18,0
195289,12975777,6600, 36 months,14.16,226.09,credit_card,5 years,yes,62000,26.5,0
328119,65794095,4000, 36 months,10.99,130.94,other,2 years,no,86000,16.02,0
804859,10149220,15375, 36 months,14.98,532.83,debt_consolidation,,yes,44000,7.99,0
516193,53424499,22000, 60 months,18.25,561.66,credit_card,1 year,no,66000,10.24,0
791566,104334983,5000, 36 months,17.99,180.74,debt_consolidation,< 1 year,no,24000,15.45,0
1098859,90148361,2975, 36 months,24.49,117.49,moving,2 years,no,85680,1.01,0
478680,55452684,25000, 60 months,19.19,651.14,home_improvement,2 years,yes,85600,24.98,1
1353342,76223255,15000, 36 months,14.46,516.03,home_improvement,1 year,yes,77000,21.66,0
233082,10091355,5750, 36 months,10.99,188.23,debt_consolidation,10+ years,yes,72000,9.87,0
653900,40786503,15000, 60 months,18.25,382.95,debt_consolidation,10+ years,no,60000,17.38,0
1058632,97454482,18000, 36 months,5.32,542.07,debt_consolidation,8 years,yes,105000,6.79,0
26057,34373226,9600, 36 months,11.99,318.82,debt_consolidation,10+ years,yes,85600,5.85,0
1159317,85532754,5000, 36 months,8.99,158.98,debt_consolidation,10+ years,yes,60000,22.4,0
1441651,94352500,24000, 60 months,22.74,673,credit_card,10+ years,yes,79716,24.57,0
507555,54343299,15000, 36 months,9.99,483.94,debt_consolidation,2 years,yes,30000,39.36,0
150303,17523187,1950, 36 months,16.29,68.84,other,9 years,no,62000,9.19,0
1339183,79651805,4550, 36 months,8.39,143.41,credit_card,10+ years,yes,84000,28.32,0
220359,11265927,32000, 36 months,13.53,1086.4,credit_card,9 years,no,90892,26.55,0
1365218,77871526,21850, 60 months,8.39,447.13,debt_consolidation,10+ years,yes,43700,29.47,0
1520965,75114881,25000, 36 months,5.32,752.87,other,3 years,yes,120000,4.69,0
1444850,94056062,20000, 60 months,21.49,546.6,debt_consolidation,< 1 year,no,300000,8.6,1
412985,60780389,10000, 36 months,12.29,333.53,debt_consolidation,5 years,no,75000,13.26,0
1109108,88984758,12000, 36 months,15.59,419.46,debt_consolidation,10+ years,yes,38000,27.2,0
377198,62539404,21000, 36 months,5.32,632.42,credit_card,10+ years,yes,130000,17.44,0
641685,41216684,24000, 36 months,9.99,774.3,debt_consolidation,3 years,yes,58000,23.88,0
1452831,93998203,20000, 36 months,11.49,659.43,debt_consolidation,2 years,yes,150000,32.86,0
959341,1543987,9500, 36 months,12.12,316.09,credit_card,1 year,no,40000,32.37,0
648389,40386029,14375, 36 months,14.65,495.86,debt_consolidation,3 years,no,40000,24.27,0
1524,37730733,18000, 60 months,15.59,433.82,debt_consolidation,2 years,no,75000,17.96,0
356411,63762518,12600, 60 months,14.33,295.35,credit_card,6 years,yes,45865,5.97,1
421488,60396275,8000, 36 months,9.17,255.04,car,2 years,yes,73691.2,17.92,0
247294,810895,4800, 36 months,9.99,154.86,debt_consolidation,4 years,no,38400,26,1
1491410,91546304,29425, 36 months,17.99,1063.64,major_purchase,5 years,yes,90000,13.99,0
966710,1456493,7000, 36 months,15.31,243.73,debt_consolidation,5 years,no,30000,9.04,1
744794,107116149,5000, 36 months,10.42,162.33,debt_consolidation,5 years,yes,112000,26.51,0
1382458,77307155,15000, 36 months,5.32,451.73,debt_consolidation,10+ years,no,32000,23.33,0
817629,8656905,13200, 60 months,22.4,367.58,debt_consolidation,10+ years,yes,37000,24,0
1154867,84910141,4000, 36 months,9.49,128.12,debt_consolidation,10+ years,yes,40000,3.86,0
554406,49933591,10000, 60 months,14.65,236.07,debt_consolidation,9 years,no,36000,27.1,1
703949,111772208,13600, 60 months,10.42,291.78,credit_card,3 years,no,55000,14.71,0
980224,1240438,10200, 36 months,7.9,319.17,debt_consolidation,< 1 year,no,70000,16.77,0
928004,3347951,18000, 36 months,10.16,582.17,credit_card,5 years,no,75000,18.86,0
1326055,81555143,4800, 36 months,7.39,149.07,debt_consolidation,10+ years,no,35000,25.69,0
451614,58040339,9000, 36 months,7.26,278.97,credit_card,1 year,no,52000,30.56,0
1394272,76143997,15000, 36 months,9.75,482.25,debt_consolidation,7 years,no,48000,20.78,0
207882,12276775,7500, 36 months,13.65,255.06,debt_consolidation,2 years,yes,26000,19.39,0
1255369,114209313,35000, 60 months,16.02,851.51,debt_consolidation,10+ years,yes,180000,16.38,0
762766,108311121,35000, 60 months,26.3,1054.15,debt_consolidation,9 years,yes,127025,25.17,0
422438,60405418,6000, 36 months,12.29,200.12,debt_consolidation,7 years,no,54000,31.22,0
114564,21350254,6000, 36 months,14.49,206.5,other,4 years,no,35000,6.24,0
1414007,95377449,20000, 36 months,13.99,683.46,debt_consolidation,3 years,no,91000,20.6,0
844688,7666646,28000, 36 months,8.6,885.19,credit_card,10+ years,yes,88000,15.72,0
246959,816811,10000, 36 months,5.99,304.18,vacation,3 years,yes,85000,0.89,0
954800,1583372,12000, 36 months,13.11,404.97,credit_card,2 years,yes,57000,28.69,0
132295,19146427,18000, 60 months,16.99,447.25,debt_consolidation,4 years,yes,50000,24.42,0
722680,110926313,7200, 36 months,9.93,232.09,home_improvement,7 years,yes,35000,23.53,0
133605,19636439,10000, 36 months,6.03,304.36,debt_consolidation,10+ years,yes,70000,23.14,0
116111,21120713,28000, 60 months,18.24,714.68,debt_consolidation,10+ years,yes,114000,8.97,0
1599088,70994650,19700, 36 months,16.29,695.42,debt_consolidation,9 years,yes,56000,19.1,0
1100097,90115392,16000, 36 months,9.49,512.46,credit_card,10+ years,yes,70000,19.15,0
127960,19937295,35000, 60 months,22.15,969.65,credit_card,,yes,90000,22.09,1
410921,60911512,7625, 36 months,17.86,275.13,debt_consolidation,,yes,52896,27.81,0
327086,65754583,24000, 60 months,13.67,554.35,debt_consolidation,10+ years,yes,72000,26.15,0
895193,5555685,3000, 36 months,18.75,109.59,debt_consolidation,4 years,no,36300,18.41,0
389219,61433725,30225, 60 months,12.29,676.78,debt_consolidation,10+ years,no,63000,10.23,0
109787,22121582,12000, 36 months,10.99,392.81,debt_consolidation,10+ years,yes,100000,16.71,0
1470577,92839801,23300, 36 months,16.99,830.6,debt_consolidation,10+ years,no,48588,27.07,0
1389164,75708424,8000, 36 months,16.29,282.41,debt_consolidation,10+ years,yes,30000,48.52,0
1292266,113092680,8000, 36 months,30.84,343.31,debt_consolidation,< 1 year,no,32069,33.38,0
652459,41090039,3000, 36 months,12.29,100.06,vacation,10+ years,no,30000,27.96,0
997959,102834282,8800, 36 months,7.49,273.7,debt_consolidation,3 years,no,63000,23.2,0
451831,58190382,7500, 36 months,9.17,239.1,home_improvement,1 year,yes,43000,13.2,0
889715,5756760,5000, 36 months,6.03,152.18,major_purchase,10+ years,yes,118000,9.11,0
1600290,70953882,5000, 36 months,9.16,159.38,debt_consolidation,10+ years,no,61000,3.72,0
865529,6224674,16000, 36 months,10.64,521.1,debt_consolidation,9 years,yes,60000,19.48,0
982868,1232517,12875, 36 months,12.12,428.38,credit_card,10+ years,no,56380,13.07,0
1557984,73766334,13350, 36 months,15.31,464.82,debt_consolidation,3 years,yes,51500,39.15,0
894431,5625568,21100, 36 months,12.12,702.04,debt_consolidation,2 years,no,48000,18.25,0
1364105,76449468,30000, 36 months,7.39,931.68,major_purchase,2 years,yes,75000,11.98,0
1292474,109922441,35000, 60 months,9.44,734.04,debt_consolidation,10+ years,yes,100000,21.55,0
1282488,112748178,6000, 36 months,7.07,185.46,debt_consolidation,5 years,yes,82000,19.46,0
1147196,86802397,1400, 36 months,8.59,44.26,credit_card,< 1 year,yes,40500,17.13,0
1183664,84544457,5300, 36 months,8.99,168.52,debt_consolidation,7 years,yes,56000,4.2,0
1338735,79692554,13500, 60 months,11.47,296.7,debt_consolidation,10+ years,no,60000,21.9,0
807079,10224579,10000, 36 months,8.9,317.54,credit_card,,yes,23520,10.77,0
653683,40564136,25200, 60 months,7.89,509.64,credit_card,10+ years,yes,114000,15.2,0
32609,33381290,25000, 36 months,7.12,773.3,credit_card,,yes,75000,16.06,0
1268660,115062105,14850, 60 months,16.02,361.29,other,9 years,no,100110,19.87,0
300165,66515818,20000, 36 months,7.26,619.93,debt_consolidation,10+ years,yes,60000,22.27,0
442889,58693519,10000, 36 months,9.17,318.79,debt_consolidation,8 years,yes,60000,11.04,0
1629921,69266509,15000, 60 months,14.85,355.67,debt_consolidation,< 1 year,no,90000,13.47,0
157150,16302212,4600, 36 months,7.69,143.5,debt_consolidation,1 year,yes,60000,10.4,0
1645548,68576430,12000, 36 months,8.49,378.76,debt_consolidation,,yes,52000,7.34,0
757676,106204404,18000, 36 months,10.42,584.37,home_improvement,10+ years,yes,198000,3.12,0
1331278,80661958,12000, 60 months,7.89,242.69,credit_card,< 1 year,yes,35360,11.19,0
782771,106787805,11000, 60 months,13.49,253.06,car,6 years,yes,48000,19.9,0
1605373,70841150,6125, 36 months,9.75,196.92,debt_consolidation,3 years,yes,40000,23.28,0
1171905,85331419,2000, 36 months,12.79,67.19,other,< 1 year,no,52000,13.01,0
415990,60526739,18000, 60 months,8.18,366.53,debt_consolidation,10+ years,yes,75000,30.85,0
331243,65702352,15000, 60 months,16.99,372.71,debt_consolidation,< 1 year,yes,55000,20.21,0
1157804,85534961,11200, 60 months,13.99,260.55,credit_card,5 years,yes,58000,19.37,0
1221067,118191759,11000, 60 months,18.06,279.69,debt_consolidation,1 year,no,28000,23.4,0
757616,108033180,32000, 60 months,21.45,873.83,home_improvement,10+ years,yes,127000,14.07,0
632744,42394017,20550, 60 months,7.89,415.6,debt_consolidation,1 year,no,54000,18.58,0
1226565,118089028,7200, 36 months,18.06,260.52,credit_card,6 years,yes,38000,5.81,0
1086327,96504629,11000, 60 months,15.99,267.45,debt_consolidation,2 years,no,48500,14.43,0
407515,60892280,24000, 36 months,11.53,791.77,credit_card,3 years,no,78000,16.51,0
393951,61402255,4125, 36 months,17.86,148.84,debt_consolidation,8 years,no,65000,18.13,0
47018,30485826,11000, 36 months,20.99,414.37,major_purchase,3 years,no,53500,4.87,1
482497,56088173,35000, 36 months,8.18,1099.69,credit_card,10+ years,yes,200000,22.05,0
1322315,81344678,4000, 36 months,6.97,123.46,debt_consolidation,1 year,yes,34320,11.15,0
992886,997758,35000, 60 months,22.74,610.6,house,10+ years,no,76000,0.24,0
798823,104321029,21000, 36 months,24.74,832.08,debt_consolidation,7 years,no,102000,19.47,0
1341332,77585568,5000, 36 months,9.75,160.75,credit_card,,yes,23000,11.64,0
1121711,88211293,6025, 36 months,11.49,198.66,debt_consolidation,10+ years,no,54000,25.73,0
164674,15500844,16575, 36 months,11.99,550.45,credit_card,3 years,yes,37000,18.46,1
1262473,115377153,10000, 36 months,13.59,339.79,credit_card,10+ years,yes,78000,6.65,0
1634178,68956830,12950, 36 months,18.99,474.63,debt_consolidation,3 years,yes,36000,25.83,1
700840,112116220,40000, 60 months,10.42,858.18,major_purchase,10+ years,yes,133000,0.82,0
1425426,95272846,20000, 36 months,8.24,628.95,credit_card,3 years,yes,350000,16.15,0
521455,52818821,19200, 60 months,8.18,390.97,debt_consolidation,,no,75000,31.46,0
1509118,90966619,9550, 36 months,14.49,328.68,credit_card,4 years,yes,65000,25.44,0
486039,55455861,24000, 60 months,9.99,509.82,debt_consolidation,4 years,no,70000,18.21,0
1554238,74541309,12500, 60 months,9.75,264.06,credit_card,3 years,no,34900,24.21,0
838323,7926433,6000, 36 months,15.61,209.79,debt_consolidation,< 1 year,yes,32000,21.6,0
302159,66435122,4500, 36 months,18.2,163.14,other,2 years,no,70000,12.82,0
445662,58220970,10750, 36 months,9.17,342.7,credit_card,,no,25476,28.83,0
788246,105111964,24000, 60 months,16.99,596.34,debt_consolidation,1 year,yes,119860,9.39,0
1383610,77218752,12000, 60 months,13.67,277.18,debt_consolidation,10+ years,no,65000,17.61,0
1333753,79766116,12000, 60 months,24.99,352.15,debt_consolidation,10+ years,yes,55000,31.08,0
894553,5605678,7000, 36 months,14.33,240.37,debt_consolidation,6 years,yes,85000,20.71,0
1317703,83666909,12600, 36 months,10.99,412.45,debt_consolidation,10+ years,yes,84000,1.89,0
1516108,75161143,8000, 36 months,5.32,240.92,home_improvement,10+ years,yes,70000,15.39,0
703515,111469154,20000, 36 months,10.91,653.93,credit_card,< 1 year,no,55986,20.54,0
1242254,115577468,10000, 36 months,7.97,313.23,debt_consolidation,10+ years,no,96000,3.33,0
1305465,112437623,17000, 36 months,5.32,511.96,debt_consolidation,10+ years,yes,110000,9.02,0
341319,65108825,18850, 60 months,15.41,452.51,debt_consolidation,7 years,yes,41000,35.07,0
34680,33140263,6800, 36 months,6.49,208.39,debt_consolidation,2 years,yes,105000,8.45,0
839345,7945506,10000, 36 months,10.99,327.34,debt_consolidation,< 1 year,yes,36293,30.55,0
515100,52969464,8000, 36 months,12.69,268.36,debt_consolidation,10+ years,yes,57000,13.98,0
450522,58170790,4000, 36 months,9.17,127.52,debt_consolidation,10+ years,yes,32582,16.83,0
10649,35958832,3600, 36 months,15.59,125.84,debt_consolidation,10+ years,yes,20000,10.14,1
408110,60913091,20000, 36 months,9.17,637.58,debt_consolidation,10+ years,no,98000,9.7,0
634388,42393920,21000, 60 months,12.69,474.49,debt_consolidation,10+ years,yes,85000,20.12,0
149388,17733162,20000, 36 months,7.69,623.88,credit_card,10+ years,yes,85000,23.68,0
770798,107649553,23700, 60 months,23.99,681.67,home_improvement,10+ years,yes,124000,20.15,0
1340571,81574388,2500, 36 months,13.67,85.05,medical,10+ years,yes,82000,22.65,0
1434453,94410152,20000, 36 months,17.99,722.95,credit_card,2 years,no,47661,20.52,0
1553269,71015125,5000, 36 months,15.31,174.09,debt_consolidation,,no,20000,22.93,1
206950,12515120,28000, 60 months,13.65,646.45,debt_consolidation,10+ years,yes,65000,28.88,0
1023100,100434172,4000, 36 months,14.99,138.65,credit_card,3 years,no,22000,20.57,0
808550,9994735,20000, 60 months,15.61,482.23,debt_consolidation,10+ years,yes,90000,8.53,0
1386761,77367263,7800, 36 months,28.34,324.08,debt_consolidation,10+ years,yes,30000,37.16,0
1129724,88188250,4000, 36 months,11.49,131.89,debt_consolidation,3 years,no,60000,12.78,0
1114810,89027053,6000, 36 months,13.99,205.04,debt_consolidation,5 years,yes,37000,11.09,0
1532241,75333612,5000, 36 months,5.32,150.58,debt_consolidation,10+ years,no,47000,16.62,0
694385,38434338,1000, 36 months,15.99,35.16,debt_consolidation,2 years,no,25000,16.61,0
859667,6935941,8875, 36 months,15.22,308.62,debt_consolidation,6 years,yes,26000,19.94,1
380962,62186255,5750, 36 months,10.99,188.23,credit_card,,yes,38760,18.61,0
1181075,84234050,12000, 36 months,9.49,384.34,debt_consolidation,10+ years,yes,44600,20.83,0
1415640,95203209,11000, 60 months,29.49,352.45,debt_consolidation,5 years,yes,59000,14.67,0
1547630,74451128,35000, 60 months,20.75,941.96,debt_consolidation,10+ years,no,225000,16.45,0
1570417,73161358,5725, 36 months,13.67,194.76,debt_consolidation,10+ years,no,65000,16.34,0
1579913,72542725,15000, 36 months,15.31,522.26,debt_consolidation,4 years,yes,100000,32.1,1
1447151,92834041,35000, 36 months,10.49,1137.43,debt_consolidation,5 years,yes,185000,26.34,0
524229,52290341,21600, 60 months,15.61,520.81,debt_consolidation,10+ years,no,54000,24.29,0
973227,1382725,10000, 36 months,19.05,366.82,debt_consolidation,3 years,yes,69000,3.06,0
484315,55917316,16000, 36 months,11.53,527.85,major_purchase,5 years,yes,98100,0.98,0
1561392,73420829,35000, 36 months,14.46,1204.06,debt_consolidation,10+ years,no,85000,27.95,0
198511,12586736,15050, 36 months,7.9,470.92,debt_consolidation,10+ years,no,84000,9.56,0
632504,42364985,25000, 36 months,16.99,891.2,debt_consolidation,9 years,yes,68000,22.2,0
646216,41092629,6950, 36 months,14.65,239.74,debt_consolidation,1 year,no,38696.4,3.72,0
1277095,114012400,5000, 36 months,13.59,169.9,debt_consolidation,2 years,yes,25000,11.95,0
653980,40806763,20000, 60 months,14.65,472.14,debt_consolidation,2 years,no,50000,33.44,0
12253,36178314,9000, 36 months,14.99,311.95,debt_consolidation,7 years,yes,84000,6.67,0
1501768,91298474,3500, 36 months,19.99,130.06,other,3 years,yes,130000,31.6,0
1637296,68912145,4000, 36 months,13.44,135.63,other,2 years,yes,47000,26.51,0
345604,64822888,3000, 36 months,11.49,98.92,other,10+ years,yes,55000,18.72,0
1040905,98427617,7000, 36 months,22.74,270.03,debt_consolidation,10+ years,yes,50000,8.21,0
197712,12567404,15000, 36 months,7.9,469.36,credit_card,3 years,no,45000,24.64,0
698823,37661258,12000, 60 months,12.39,269.31,credit_card,1 year,no,68000,33.67,0
624569,43325752,12800, 60 months,17.86,324.07,other,3 years,no,48000,13.37,1
289767,66452702,18000, 36 months,5.32,542.07,home_improvement,3 years,no,75000,1.22,0
508321,54433779,12000, 36 months,13.33,406.24,debt_consolidation,10+ years,yes,69000,7.51,0
672534,39580971,9675, 36 months,14.99,335.34,debt_consolidation,10+ years,yes,85000,19.13,0
1264014,114188908,10000, 60 months,9.44,209.73,debt_consolidation,10+ years,yes,60000,18.46,0
461847,57145170,20000, 60 months,10.99,434.75,debt_consolidation,10+ years,yes,75000,20.82,0
273563,370694,1400, 36 months,9.32,44.73,small_business,< 1 year,yes,11000,24.98,0
1512959,75710782,2000, 36 months,22.45,76.85,debt_consolidation,3 years,no,38000,14.78,0
1392356,77148406,8000, 36 months,7.89,250.29,other,10+ years,yes,205000,22.75,0
178167,14268005,12850, 60 months,12.99,292.32,debt_consolidation,10+ years,yes,65728,8.42,0
952932,1621862,17050, 36 months,20.49,637.91,debt_consolidation,10+ years,no,57000,17.1,0
916897,3845773,18000, 36 months,12.12,598.89,credit_card,10+ years,yes,54000,11.4,0
911632,4245649,18075, 60 months,15.8,437.64,debt_consolidation,10+ years,yes,50000,15.96,1
445039,58572593,10000, 60 months,12.29,223.92,debt_consolidation,,yes,31000,12.97,0
1017352,100476496,13800, 36 months,7.99,432.38,debt_consolidation,10+ years,yes,118000,4.34,0
786180,105417121,32000, 36 months,22.74,1234.38,debt_consolidation,< 1 year,yes,90000,24.29,0
399122,61499083,5000, 36 months,15.61,174.83,other,,yes,35000,38.17,0
419859,60187031,30000, 36 months,11.53,989.71,debt_consolidation,10+ years,no,165000,23.33,0
355349,63519425,25000, 36 months,7.26,774.91,credit_card,9 years,yes,64000,18.92,0
1379685,76436780,27375, 60 months,20.75,736.75,debt_consolidation,1 year,yes,60000,26.22,1
20635,34863614,35000, 36 months,13.66,1190.45,debt_consolidation,< 1 year,no,135000,13.3,0
414640,60637084,15000, 36 months,12.29,500.3,debt_consolidation,10+ years,yes,152500,16.34,0
804828,10089380,30000, 36 months,13.98,1025.04,credit_card,6 years,yes,115000,9.41,0
64464,29033481,5000, 36 months,13.35,169.32,credit_card,< 1 year,no,26312,29.15,0
1053540,97447952,12050, 36 months,13.49,408.87,debt_consolidation,9 years,yes,31466.22,9.99,0
58669,29705128,6725, 36 months,14.99,233.1,other,10+ years,yes,61000,20.62,1
508058,53141572,25000, 36 months,7.26,774.91,debt_consolidation,10+ years,no,84436,7.02,0
1005564,102494724,5000, 36 months,17.99,180.74,debt_consolidation,,no,30000,2.12,0
1450590,93993653,40000, 60 months,14.99,951.39,home_improvement,4 years,yes,85000,15.15,0
990551,1110087,8000, 36 months,13.49,271.45,debt_consolidation,5 years,no,70000,24.66,0
678489,39459935,31575, 60 months,25.8,941.64,small_business,2 years,no,88000,12.29,0
